Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity
2008-08-14,0.188,0.124,241.141,0.885
2008-08-15,0.19,0.124,241.158,0.896
2008-08-16,0.191,0.126,242.095,0.899
2008-08-17,0.191,0.125,241.183,0.898
2008-08-18,0.19,0.124,241.356,0.894
2008-08-19,0.191,0.125,240.895,0.903
2008-08-20,0.186,0.124,241.544,0.883
2008-08-21,0.181,0.117,240.296,0.85
2008-08-22,0.186,0.121,240.882,0.872
2008-08-23,0.177,0.118,242.143,0.831
2008-08-24,0.177,0.114,241.613,0.826
2008-08-25,0.174,0.114,241.474,0.808
2008-08-26,0.179,0.116,241.12,0.837
2008-08-27,0.179,0.115,240.576,0.833
2008-08-28,0.186,0.121,240.543,0.875
2008-08-29,0.186,0.119,240.335,0.875
2008-08-30,0.188,0.123,240.514,0.886
2008-08-31,1.043,0.146,240.018,4.45
2008-09-01,1.242,0.087,241.259,5.232
2008-09-02,1.46,0.1,241.765,6.09
2008-09-03,1.084,0.094,240.746,4.591
2008-09-04,0.846,0.092,242.318,3.523
2008-09-05,1.213,0.16,240.471,5.136
2008-09-06,0.921,0.128,239.435,4.04
2008-09-07,0.638,0.133,240.33,2.775
2008-09-08,0.249,0.139,240.71,1.16
2008-09-09,0.805,0.125,239.782,3.464
2008-09-10,1.378,0.126,239.275,5.812
2008-09-11,1.791,0.146,238.454,7.621
2008-09-12,1.391,0.092,243.556,5.758
2008-09-13,1.133,0.129,240.125,4.82
2008-09-14,1.095,0.135,239.889,4.735
2008-09-15,1.179,0.095,240.256,5.072
2008-09-16,0.849,0.108,240.949,3.619
2008-09-17,1.055,0.123,240.657,4.49
2008-09-18,1.045,0.132,240.327,4.447
2008-09-19,1.055,0.116,240.357,4.479
2008-09-20,0.906,0.108,240.594,3.806
2008-09-21,1.065,0.143,240.94,4.56
2008-09-22,0.943,0.105,240.209,4.013
2008-09-23,0.856,0.115,240.183,3.684
2008-09-24,1.193,0.12,240.126,5.032
2008-09-25,0.786,0.121,240.29,3.344
2008-09-26,0.994,0.147,240.394,4.24
2008-09-27,1.477,0.178,240.146,6.259
2008-09-28,1.202,0.114,240.278,5.08
2008-09-29,1.043,0.138,240.264,4.409
2008-09-30,0.955,0.108,240.584,4.025
2008-10-01,1.315,0.084,240.807,5.595
2008-10-02,1.517,0.105,241.275,6.397
2008-10-03,1.124,0.088,241.727,4.712
2008-10-04,1.026,0.114,241.949,4.305
2008-10-05,1.326,0.201,240.086,5.636
2008-10-06,0.741,0.15,239.978,3.205
2008-10-07,0.869,0.167,239.868,3.743
2008-10-08,0.244,0.131,240.265,1.122
2008-10-09,0.903,0.116,239.481,3.857
2008-10-10,1.054,0.103,239.635,4.437
2008-10-11,1.459,0.108,239.652,6.178
2008-10-12,1.541,0.1,243.501,6.369
2008-10-13,1.015,0.103,240.809,4.254
2008-10-14,1.117,0.114,239.216,4.73
2008-10-15,1.498,0.117,239.507,6.328
2008-10-16,1.1,0.095,239.263,4.661
2008-10-17,1.296,0.107,240.048,5.476
2008-10-18,1.555,0.113,239.835,6.547
2008-10-19,1.369,0.126,240.043,5.805
2008-10-20,1.158,0.096,240.432,4.86
2008-10-21,1.433,0.106,239.731,6.081
2008-10-22,1.143,0.104,240.816,4.837
2008-10-23,1.271,0.112,240.399,5.375
2008-10-24,1.481,0.117,240.414,6.267
2008-10-25,1.09,0.08,240.96,4.555
2008-10-26,0.364,0.08,242.123,1.499
2008-10-27,0.364,0.09,242.228,1.509
2008-10-28,0.922,0.101,241.327,3.853
2008-10-29,1.12,0.093,241.79,4.604
2008-10-30,0.763,0.085,242.083,3.273
2008-10-31,0.893,0.072,241.33,3.766
2008-11-01,1.185,0.066,240.41,4.963
2008-11-02,1.175,0.071,241.692,4.932
2008-11-03,1.528,0.105,240.424,6.467
2008-11-04,1.304,0.1,240.758,5.453
2008-11-05,1.119,0.191,240.486,4.804
2008-11-06,0.78,0.149,240.154,3.388
2008-11-07,0.871,0.174,239.517,3.782
2008-11-08,0.258,0.13,240.718,1.171
2008-11-09,0.714,0.133,239.1,3.08
2008-11-10,1.159,0.108,239.183,4.906
2008-11-11,1.706,0.089,239.879,7.183
2008-11-12,0.995,0.08,243.418,4.122
2008-11-13,0.86,0.087,241.598,3.627
2008-11-14,1.126,0.089,241.022,4.756
2008-11-15,2.105,0.115,238.634,8.963
2008-11-16,1.643,0.113,240.494,6.919
2008-11-17,1.058,0.083,241.135,4.412
2008-11-18,1.215,0.097,239.902,5.142
2008-11-19,1.278,0.116,240.54,5.413
2008-11-20,1.175,0.084,239.818,4.984
2008-11-21,1.162,0.089,239.928,4.947
2008-11-22,1.188,0.087,239.732,5.05
2008-11-23,2.366,0.144,239.149,10.051
2008-11-24,2.231,0.084,240.359,9.285
2008-11-25,1.877,0.105,240.931,7.824
2008-11-26,1.053,0.083,242.401,4.356
2008-11-27,1.64,0.088,241.44,6.841
2008-11-28,1.31,0.089,243.067,5.41
2008-11-29,1.691,0.116,241.241,7.054
2008-11-30,1.668,0.119,242.375,6.956
2008-12-01,1.994,0.113,239.96,8.524
2008-12-02,1.38,0.091,239.509,5.847
2008-12-03,1.232,0.096,241.057,5.172
2008-12-04,1.944,0.272,241.063,8.218
2008-12-05,1.058,0.159,241.042,4.519
2008-12-06,0.875,0.131,239.69,3.799
2008-12-07,0.923,0.185,240.059,4.05
2008-12-08,0.201,0.13,240.048,0.953
2008-12-09,0.967,0.124,239.968,4.145
2008-12-10,1.325,0.112,240.152,5.615
2008-12-11,1.521,0.11,240.387,6.349
2008-12-12,1.261,0.097,243.043,5.222
2008-12-13,1.268,0.113,241.539,5.322
2008-12-14,1.39,0.114,241.623,5.882
2008-12-15,1.247,0.079,243.039,5.191
2008-12-16,1.248,0.08,243.88,5.193
2008-12-17,1.457,0.095,243.314,6.08
2008-12-18,1.206,0.082,242.859,4.989
2008-12-19,1.307,0.092,241.866,5.48
2008-12-20,1.558,0.112,242.566,6.5
2008-12-21,1.836,0.094,241.72,7.663
2008-12-22,1.4,0.087,241.864,5.857
2008-12-23,1.249,0.105,241.771,5.251
2008-12-24,0.882,0.08,243.961,3.634
2008-12-25,0.737,0.081,243.233,3.039
2008-12-26,0.85,0.086,244.354,3.501
2008-12-27,2.064,0.082,243.312,8.432
2008-12-28,1.091,0.078,244.56,4.42
2008-12-29,0.386,0.064,244.955,1.579
2008-12-30,0.83,0.079,244.638,3.402
2008-12-31,1.364,0.09,243.297,5.688
2009-01-01,0.977,0.078,242.836,4.15
2009-01-02,1.289,0.107,244.765,5.396
2009-01-03,1.715,0.131,242.139,7.222
2009-01-04,1.14,0.099,242.906,4.808
2009-01-05,1.051,0.132,241.273,4.424
2009-01-06,1.002,0.16,241.334,4.311
2009-01-07,0.846,0.185,241.809,3.647
2009-01-08,0.491,0.169,241.503,2.207
2009-01-09,0.681,0.151,241.221,2.994
2009-01-10,0.894,0.129,241.53,3.787
2009-01-11,1.28,0.154,240.924,5.388
2009-01-12,1.22,0.099,242.633,5.078
2009-01-13,1.516,0.093,244.458,6.254
2009-01-14,1.234,0.084,244.609,5.1
2009-01-15,1.086,0.08,243.021,4.521
2009-01-16,1.921,0.125,242.569,8.041
2009-01-17,2.304,0.114,241.632,9.579
2009-01-18,2.19,0.146,242.644,9.168
2009-01-19,1.18,0.083,243.126,4.924
2009-01-20,1.207,0.093,243.4,4.98
2009-01-21,1.208,0.089,244.105,4.993
2009-01-22,0.859,0.08,244.006,3.59
2009-01-23,1.327,0.088,242.769,5.531
2009-01-24,1.528,0.118,243.251,6.391
2009-01-25,1.975,0.103,242.544,8.151
2009-01-26,1.163,0.079,243.2,4.834
2009-01-27,0.99,0.094,243.938,4.168
2009-01-28,1.89,0.081,243.032,7.831
2009-01-29,1.093,0.072,243.363,4.533
2009-01-30,1.43,0.083,244.29,5.918
2009-01-31,2.301,0.166,242.471,9.633
2009-02-01,1.616,0.142,242.705,6.738
2009-02-02,1.113,0.074,244.875,4.581
2009-02-03,1.026,0.094,242.242,4.401
2009-02-04,1.142,0.087,242.24,4.761
2009-02-05,0.968,0.125,241.883,4.077
2009-02-06,0.757,0.155,241.63,3.368
2009-02-07,0.863,0.192,241.967,3.715
2009-02-08,0.34,0.143,240.942,1.568
2009-02-09,0.849,0.144,241.818,3.638
2009-02-10,0.8,0.127,240.759,3.386
2009-02-11,1.045,0.118,241.285,4.401
2009-02-12,1.629,0.118,241.669,6.82
2009-02-13,1.174,0.076,241.693,4.892
2009-02-14,1.622,0.083,241.954,6.729
2009-02-15,1.101,0.079,242.844,4.501
2009-02-16,0.916,0.078,242.143,3.828
2009-02-17,0.552,0.08,242.262,2.299
2009-02-18,0.574,0.079,242.231,2.356
2009-02-19,0.512,0.069,241.55,2.112
2009-02-20,1.306,0.102,240.191,5.535
2009-02-21,0.914,0.108,240.954,3.807
2009-02-22,1.554,0.122,241.316,6.535
2009-02-23,1.898,0.09,241.241,7.873
2009-02-24,1.238,0.086,240.888,5.168
2009-02-25,0.812,0.079,241.202,3.413
2009-02-26,0.803,0.078,240.732,3.363
2009-02-27,1.409,0.14,240.966,5.903
2009-02-28,1.132,0.148,242.397,4.834
2009-03-01,1.329,0.121,243.681,5.531
2009-03-02,1.297,0.085,244.303,5.344
2009-03-03,1.284,0.089,242.897,5.347
2009-03-04,0.947,0.092,241.812,3.983
2009-03-05,1.117,0.125,242.066,4.762
2009-03-06,0.942,0.14,240.406,4.077
2009-03-07,0.6,0.171,241.923,2.635
2009-03-08,0.347,0.137,241.92,1.566
2009-03-09,0.869,0.148,241.33,3.762
2009-03-10,1.192,0.177,240.636,5.05
2009-03-11,1.574,0.168,241.142,6.632
2009-03-12,1.028,0.101,243.284,4.293
2009-03-13,1.004,0.096,242.757,4.171
2009-03-14,1.492,0.108,242.179,6.186
2009-03-15,1.349,0.123,241.771,5.696
2009-03-16,0.928,0.083,242.412,3.848
2009-03-17,1.342,0.163,241.956,5.649
2009-03-18,1.007,0.085,242.841,4.181
2009-03-19,0.827,0.081,242.776,3.425
2009-03-20,1.017,0.09,242.916,4.218
2009-03-21,1.34,0.137,242.583,5.672
2009-03-22,1.173,0.09,241.528,4.951
2009-03-23,0.9,0.083,242.054,3.789
2009-03-24,1.154,0.102,242.484,4.894
2009-03-25,1.277,0.135,243.113,5.353
2009-03-26,0.841,0.083,242.936,3.502
2009-03-27,1.19,0.126,242.629,5.015
2009-03-28,1.57,0.192,242.136,6.603
2009-03-29,1.539,0.095,242.549,6.418
2009-03-30,1.026,0.091,242.729,4.305
2009-03-31,1.266,0.096,242.168,5.309
2009-04-01,1.347,0.116,244.822,5.633
2009-04-02,1.709,0.105,244.687,7.041
2009-04-03,1.279,0.09,242.384,5.397
2009-04-04,1.522,0.139,241.451,6.397
2009-04-05,1.158,0.101,241.435,4.841
2009-04-06,0.719,0.114,240.01,3.083
2009-04-07,0.86,0.26,241.147,3.844
2009-04-08,0.353,0.136,242.276,1.609
2009-04-09,0.711,0.126,242.013,3.056
2009-04-10,1.126,0.156,240.699,4.815
2009-04-11,1.251,0.12,242.078,5.231
2009-04-12,1.188,0.127,243.386,4.985
2009-04-13,1.112,0.139,241.131,4.738
2009-04-14,1.043,0.131,241.492,4.435
2009-04-15,0.844,0.133,241.321,3.611
2009-04-16,1.086,0.124,240.476,4.624
2009-04-17,1.419,0.119,241.328,5.967
2009-04-18,1.05,0.102,241.046,4.428
2009-04-19,0.893,0.107,242.659,3.748
2009-04-20,1.032,0.118,241.905,4.333
2009-04-21,1.316,0.127,240.648,5.535
2009-04-22,1.039,0.142,241.275,4.373
2009-04-23,0.793,0.122,241.495,3.402
2009-04-24,0.829,0.126,241.79,3.53
2009-04-25,1.404,0.164,240.508,5.936
2009-04-26,1.237,0.159,241.865,5.242
2009-04-27,0.939,0.111,241.001,4.004
2009-04-28,1.185,0.111,241.99,5.059
2009-04-29,1.156,0.098,242.187,4.858
2009-04-30,1.274,0.096,241.904,5.324
2009-05-01,1.114,0.09,244.831,4.636
2009-05-02,1.145,0.085,243.855,4.762
2009-05-03,1.001,0.078,241.68,4.253
2009-05-04,0.955,0.127,242.314,4.112
2009-05-05,1.202,0.099,240.818,5.057
2009-05-06,0.854,0.109,239.863,3.65
2009-05-07,0.98,0.266,241.445,4.31
2009-05-08,0.36,0.144,242.308,1.644
2009-05-09,1.051,0.188,240.86,4.531
2009-05-10,0.886,0.112,241.221,3.699
2009-05-11,1.084,0.11,241.665,4.539
2009-05-12,1.633,0.19,241.299,6.922
2009-05-13,0.866,0.119,240.636,3.707
2009-05-14,1.116,0.105,240.06,4.806
2009-05-15,0.988,0.098,240.957,4.183
2009-05-16,1.394,0.13,239.989,5.885
2009-05-17,1.072,0.157,240.301,4.605
2009-05-18,0.84,0.107,240.959,3.518
2009-05-19,1.123,0.131,240.993,4.702
2009-05-20,0.908,0.127,241.32,3.839
2009-05-21,1.094,0.147,241.019,4.608
2009-05-22,0.746,0.165,241.967,3.201
2009-05-23,1.063,0.134,240.568,4.494
2009-05-24,0.894,0.123,242.018,3.771
2009-05-25,0.94,0.127,238.431,4.002
2009-05-26,0.931,0.088,231.781,4.045
2009-05-27,1.072,0.087,231.143,4.673
2009-05-28,0.819,0.089,233.702,3.513
2009-05-29,0.863,0.102,241.559,3.633
2009-05-30,1.152,0.162,241.163,4.903
2009-05-31,0.665,0.139,241.456,2.887
2009-06-01,1.174,0.08,245.093,4.834
2009-06-02,1.422,0.088,243.289,5.922
2009-06-03,1.239,0.09,240.793,5.264
2009-06-04,1.009,0.091,242.301,4.226
2009-06-05,0.937,0.102,240.897,3.97
2009-06-06,1.025,0.162,240.582,4.414
2009-06-07,0.663,0.188,241.763,2.902
2009-06-08,0.37,0.149,241.229,1.677
2009-06-09,0.853,0.153,241.86,3.665
2009-06-10,0.992,0.124,241.18,4.171
2009-06-11,0.966,0.118,242.568,4.031
2009-06-12,1.652,0.203,241.269,6.983
2009-06-13,0.474,0.131,243.853,2.007
2009-06-15,0.784,0.156,240.681,3.383
2009-06-16,1.048,0.147,240.831,4.485
2009-06-17,0.686,0.134,241.296,2.959
2009-06-18,0.81,0.115,241.296,3.407
2009-06-19,0.755,0.114,241.318,3.208
2009-06-20,0.769,0.124,241.485,3.249
2009-06-21,0.594,0.112,241.287,2.532
2009-06-22,0.76,0.113,241.202,3.218
2009-06-23,0.722,0.114,241.213,3.075
2009-06-24,1.066,0.135,240.537,4.516
2009-06-25,0.536,0.128,241.178,2.314
2009-06-26,0.887,0.166,240.541,3.841
2009-06-27,1.187,0.189,241.814,5.028
2009-06-28,0.736,0.193,241.838,3.209
2009-06-29,0.701,0.164,241.894,3.026
2009-06-30,0.828,0.197,241.944,3.642
2009-07-01,1.445,0.098,246.041,5.947
2009-07-02,2.175,0.128,242.051,9.081
2009-07-03,1.178,0.104,242.472,4.936
2009-07-04,1.0,0.106,241.989,4.231
2009-07-05,0.703,0.094,241.174,2.973
2009-07-06,0.838,0.152,241.019,3.629
2009-07-07,0.771,0.178,241.641,3.404
2009-07-08,0.375,0.154,241.358,1.696
2009-07-09,0.848,0.14,241.712,3.64
2009-07-10,1.265,0.144,241.212,5.339
2009-07-11,1.081,0.137,241.879,4.51
2009-07-12,1.21,0.115,242.544,5.066
2009-07-13,0.345,0.136,242.548,1.562
2009-07-14,0.633,0.185,242.205,2.815
2009-07-15,0.499,0.132,241.927,2.167
2009-07-16,0.416,0.18,242.117,1.876
2009-07-17,0.508,0.124,241.595,2.195
2009-07-18,0.671,0.152,242.006,2.885
2009-07-19,0.836,0.18,242.047,3.526
2009-07-20,0.46,0.151,241.842,2.048
2009-07-21,0.565,0.185,242.523,2.501
2009-07-22,0.514,0.166,242.079,2.262
2009-07-23,0.715,0.152,241.943,3.053
2009-07-24,0.39,0.145,241.751,1.757
2009-07-25,0.373,0.136,242.097,1.682
2009-07-26,0.377,0.167,242.657,1.717
2009-07-27,0.478,0.224,242.528,2.182
2009-07-28,0.627,0.176,242.221,2.768
2009-07-29,0.626,0.129,241.5,2.711
2009-07-30,0.55,0.138,242.439,2.411
2009-07-31,0.678,0.159,241.871,3.002
2009-08-01,1.134,0.086,245.351,4.721
2009-08-02,1.516,0.093,243.355,6.33
2009-08-03,1.637,0.135,242.16,6.882
2009-08-04,1.066,0.112,242.26,4.528
2009-08-05,1.29,0.108,240.825,5.418
2009-08-06,0.819,0.09,240.065,3.542
2009-08-07,0.857,0.154,241.604,3.691
2009-08-08,0.366,0.149,241.727,1.66
2009-08-09,0.754,0.139,241.352,3.224
2009-08-10,1.095,0.13,241.07,4.584
2009-08-11,1.742,0.157,243.25,7.243
2009-08-12,1.394,0.124,243.731,5.79
2009-08-13,1.105,0.207,240.946,4.782
2009-08-14,0.52,0.168,241.18,2.283
2009-08-15,1.051,0.267,240.896,4.606
2009-08-16,0.846,0.284,240.521,3.794
2009-08-17,0.546,0.175,241.22,2.417
2009-08-18,0.75,0.171,240.826,3.258
2009-08-19,0.612,0.183,241.542,2.726
2009-08-20,0.539,0.181,241.086,2.423
2009-08-21,0.807,0.182,240.612,3.503
2009-08-22,1.076,0.29,241.123,4.761
2009-08-23,0.741,0.258,241.555,3.33
2009-08-24,0.87,0.198,241.066,3.772
2009-08-25,0.655,0.192,241.51,2.889
2009-08-26,0.789,0.187,241.777,3.433
2009-08-27,0.52,0.174,241.638,2.318
2009-08-28,0.777,0.171,240.874,3.372
2009-08-29,0.964,0.219,240.975,4.183
2009-08-30,1.159,0.204,241.081,4.98
2009-08-31,0.879,0.152,238.743,3.822
2009-09-01,1.242,0.08,244.622,5.182
2009-09-02,1.185,0.093,243.322,4.966
2009-09-03,1.171,0.094,242.482,4.904
2009-09-04,1.313,0.123,242.297,5.465
2009-09-05,0.876,0.127,241.574,3.764
2009-09-06,0.926,0.107,240.924,3.958
2009-09-07,0.588,0.135,242.591,2.612
2009-09-08,0.693,0.197,242.049,3.057
2009-09-09,1.056,0.155,241.309,4.491
2009-09-10,0.939,0.131,240.81,3.954
2009-09-11,0.976,0.124,243.577,4.094
2009-09-12,1.252,0.13,242.407,5.25
2009-09-13,1.091,0.188,240.25,4.688
2009-09-14,1.094,0.166,241.477,4.657
2009-09-15,1.012,0.128,240.992,4.285
2009-09-16,1.211,0.137,240.231,5.15
2009-09-17,0.85,0.116,241.361,3.611
2009-09-18,0.954,0.118,241.099,4.039
2009-09-19,1.483,0.183,240.354,6.259
2009-09-20,1.413,0.205,241.295,6.024
2009-09-21,0.985,0.149,241.253,4.201
2009-09-22,0.866,0.144,241.182,3.699
2009-09-23,1.137,0.164,240.747,4.825
2009-09-24,0.99,0.156,240.387,4.235
2009-09-25,0.806,0.144,241.423,3.484
2009-09-26,1.081,0.2,241.179,4.585
2009-09-27,0.979,0.16,241.222,4.201
2009-09-28,0.902,0.134,241.726,3.795
2009-09-29,0.796,0.139,240.897,3.394
2009-09-30,1.233,0.148,240.757,5.233
2009-10-01,1.46,0.112,244.12,6.089
2009-10-02,1.35,0.08,243.158,5.584
2009-10-03,1.275,0.08,241.828,5.341
2009-10-04,1.279,0.115,242.034,5.329
2009-10-05,1.367,0.142,241.072,5.844
2009-10-06,1.113,0.111,240.716,4.734
2009-10-07,0.827,0.151,242.247,3.52
2009-10-08,0.743,0.207,241.028,3.277
2009-10-09,0.772,0.141,241.229,3.309
2009-10-10,1.398,0.178,239.761,5.927
2009-10-11,1.115,0.116,242.501,4.648
2009-10-12,1.429,0.155,241.782,5.969
2009-10-13,1.006,0.115,240.247,4.25
2009-10-14,1.188,0.122,239.759,5.005
2009-10-15,1.035,0.097,241.122,4.324
2009-10-16,1.053,0.101,240.246,4.415
2009-10-17,1.904,0.181,238.891,8.046
2009-10-18,1.081,0.099,240.751,4.501
2009-10-19,0.951,0.093,242.26,3.953
2009-10-20,1.196,0.105,242.528,4.975
2009-10-21,1.368,0.133,242.307,5.713
2009-10-22,0.972,0.108,242.414,4.042
2009-10-23,1.22,0.137,241.096,5.145
2009-10-24,1.816,0.152,239.893,7.658
2009-10-25,1.671,0.169,239.926,7.07
2009-10-26,0.772,0.111,241.53,3.239
2009-10-27,0.776,0.121,241.243,3.27
2009-10-28,0.881,0.115,241.408,3.689
2009-10-29,1.376,0.175,240.347,5.853
2009-10-30,1.037,0.117,241.48,4.352
2009-10-31,1.303,0.119,240.519,5.453
2009-11-01,1.372,0.099,245.532,5.765
2009-11-02,1.833,0.166,242.098,7.731
2009-11-03,1.671,0.095,241.821,7.028
2009-11-04,1.71,0.176,240.969,7.175
2009-11-05,1.054,0.11,240.251,4.431
2009-11-06,0.903,0.111,241.176,3.853
2009-11-07,0.69,0.173,242.215,3.018
2009-11-08,0.66,0.214,241.841,2.949
2009-11-09,0.843,0.127,241.15,3.566
2009-11-10,1.347,0.187,240.649,5.747
2009-11-11,1.417,0.155,242.371,5.975
2009-11-12,1.239,0.153,244.291,5.131
2009-11-13,1.065,0.109,241.236,4.456
2009-11-14,1.778,0.171,240.222,7.453
2009-11-15,1.366,0.147,240.325,5.778
2009-11-16,1.052,0.109,241.885,4.403
2009-11-17,1.186,0.116,242.661,4.913
2009-11-18,1.833,0.142,241.297,7.686
2009-11-19,1.024,0.104,242.975,4.251
2009-11-20,1.362,0.101,241.582,5.692
2009-11-21,1.734,0.147,240.621,7.281
2009-11-22,1.702,0.155,241.078,7.193
2009-11-23,1.022,0.103,242.743,4.237
2009-11-24,1.478,0.107,241.977,6.18
2009-11-25,1.375,0.122,241.179,5.77
2009-11-26,1.111,0.098,242.643,4.611
2009-11-27,0.958,0.092,241.859,3.961
2009-11-28,1.291,0.156,241.596,5.406
2009-11-29,1.147,0.133,243.309,4.777
2009-11-30,1.212,0.107,243.764,5.022
2009-12-01,1.104,0.078,245.527,4.514
2009-12-02,1.367,0.083,242.912,5.683
2009-12-03,1.311,0.094,241.998,5.458
2009-12-04,1.487,0.196,240.403,6.333
2009-12-05,1.129,0.104,240.377,4.769
2009-12-06,0.765,0.106,240.937,3.266
2009-12-07,0.357,0.133,242.305,1.601
2009-12-08,0.573,0.189,241.808,2.554
2009-12-09,1.434,0.226,240.707,6.142
2009-12-10,0.939,0.11,240.224,3.969
2009-12-11,1.016,0.106,242.207,4.253
2009-12-12,1.261,0.173,244.939,5.261
2009-12-13,1.485,0.154,244.498,6.165
2009-12-14,1.246,0.106,246.149,5.122
2009-12-15,1.347,0.113,246.043,5.515
2009-12-16,0.969,0.107,247.216,3.993
2009-12-17,1.192,0.103,246.894,4.841
2009-12-18,1.212,0.111,246.595,4.968
2009-12-19,1.531,0.096,245.935,6.243
2009-12-20,0.795,0.085,247.435,3.244
2009-12-21,1.413,0.119,246.409,5.778
2009-12-22,1.311,0.107,245.738,5.366
2009-12-23,1.011,0.094,246.879,4.121
2009-12-24,2.018,0.141,245.835,8.294
2009-12-25,1.478,0.134,243.588,6.128
2009-12-26,1.516,0.112,242.466,6.306
2009-12-27,1.525,0.144,242.666,6.365
2009-12-28,1.454,0.126,243.778,6.033
2009-12-29,1.422,0.168,243.183,5.913
2009-12-30,1.702,0.185,241.052,7.168
2009-12-31,1.536,0.13,240.959,6.402
2010-01-01,0.85,0.115,242.566,3.537
2010-01-02,1.176,0.087,243.632,4.858
2010-01-03,0.902,0.09,241.823,3.758
2010-01-04,1.172,0.1,241.754,4.879
2010-01-05,0.917,0.134,240.647,3.93
2010-01-06,0.881,0.095,240.54,3.718
2010-01-07,0.937,0.2,239.314,4.052
2010-01-08,0.386,0.128,239.801,1.721
2010-01-09,1.106,0.125,241.263,4.692
2010-01-10,1.045,0.11,240.802,4.373
2010-01-11,0.961,0.13,246.38,3.938
2010-01-14,2.075,0.236,243.584,8.683
2010-01-15,1.526,0.152,243.726,6.335
2010-01-16,1.493,0.168,243.045,6.22
2010-01-17,1.324,0.131,242.543,5.522
2010-01-18,1.306,0.133,243.636,5.422
2010-01-19,1.69,0.112,243.023,7.005
2010-01-20,1.633,0.139,242.76,6.811
2010-01-21,1.485,0.129,242.951,6.162
2010-01-22,1.243,0.109,241.85,5.183
2010-01-23,1.813,0.181,240.828,7.665
2010-01-24,1.576,0.122,241.746,6.605
2010-01-25,1.341,0.103,242.899,5.55
2010-01-26,1.436,0.091,243.339,5.903
2010-01-27,1.917,0.103,241.986,7.99
2010-01-28,1.465,0.11,243.249,6.063
2010-01-29,1.453,0.103,243.633,5.979
2010-01-30,1.974,0.164,242.079,8.307
2010-01-31,1.249,0.119,243.403,5.202
2010-02-01,0.91,0.139,244.677,3.814
2010-02-02,1.498,0.091,243.333,6.148
2010-02-03,0.533,0.095,241.752,2.226
2010-02-04,1.145,0.106,242.774,4.733
2010-02-05,1.519,0.162,240.388,6.422
2010-02-06,0.681,0.09,240.336,2.916
2010-02-07,0.792,0.206,239.63,3.495
2010-02-08,0.382,0.127,240.897,1.701
2010-02-09,0.967,0.118,240.944,4.089
2010-02-10,1.336,0.115,240.703,5.584
2010-02-11,0.827,0.13,245.787,3.422
2010-02-13,1.633,0.101,242.889,6.744
2010-02-14,1.172,0.087,243.144,4.831
2010-02-15,1.456,0.091,243.447,6.042
2010-02-16,1.248,0.083,243.754,5.148
2010-02-17,1.427,0.083,242.347,5.941
2010-02-18,1.223,0.097,243.588,5.038
2010-02-19,1.357,0.094,241.707,5.654
2010-02-20,1.378,0.105,241.789,5.746
2010-02-21,1.903,0.116,240.625,8.038
2010-02-22,1.024,0.112,240.579,4.315
2010-02-23,1.015,0.117,241.985,4.255
2010-02-24,1.329,0.104,241.466,5.523
2010-02-25,1.306,0.091,240.983,5.406
2010-02-26,1.472,0.097,240.426,6.139
2010-02-27,1.226,0.106,241.544,5.151
2010-02-28,0.494,0.093,242.567,2.061
2010-03-01,1.447,0.133,243.745,6.044
2010-03-02,2.016,0.128,242.388,8.37
2010-03-03,0.65,0.084,241.211,2.733
2010-03-04,1.254,0.144,243.25,5.171
2010-03-05,0.98,0.106,237.187,4.159
2010-03-06,0.968,0.114,240.245,4.154
2010-03-07,0.778,0.219,241.336,3.421
2010-03-08,0.427,0.123,241.502,1.853
2010-03-09,0.935,0.117,240.534,3.973
2010-03-10,1.271,0.141,241.933,5.398
2010-03-11,0.898,0.122,244.279,3.76
2010-03-13,1.655,0.184,241.997,6.905
2010-03-14,1.088,0.139,241.986,4.595
2010-03-15,1.244,0.114,242.296,5.178
2010-03-16,1.071,0.116,241.54,4.461
2010-03-17,1.395,0.129,241.641,5.828
2010-03-18,1.085,0.115,241.502,4.547
2010-03-19,1.155,0.132,241.424,4.806
2010-03-20,0.568,0.1,242.469,2.369
2010-03-21,1.477,0.14,240.424,6.266
2010-03-22,1.124,0.119,241.359,4.687
2010-03-23,1.265,0.13,241.166,5.37
2010-03-24,1.385,0.146,240.725,5.802
2010-03-25,1.167,0.13,242.265,4.843
2010-03-26,1.147,0.143,241.504,4.799
2010-03-27,1.283,0.135,240.413,5.393
2010-03-28,1.249,0.181,241.374,5.324
2010-03-29,1.127,0.144,241.522,4.726
2010-03-30,1.324,0.195,241.085,5.637
2010-03-31,1.336,0.14,240.194,5.663
2010-04-01,1.114,0.109,245.699,4.599
2010-04-02,1.609,0.099,242.101,6.644
2010-04-03,0.474,0.087,242.992,2.007
2010-04-04,1.174,0.166,241.747,4.926
2010-04-05,1.053,0.107,236.037,4.502
2010-04-06,0.986,0.129,240.28,4.203
2010-04-07,1.068,0.195,240.334,4.562
2010-04-08,0.377,0.125,241.398,1.672
2010-04-09,1.211,0.151,241.102,5.173
2010-04-10,1.233,0.13,240.621,5.198
2010-04-11,1.774,0.175,243.152,7.496
2010-04-13,1.05,0.119,241.735,4.392
2010-04-14,1.153,0.124,241.376,4.847
2010-04-15,1.3,0.116,240.852,5.425
2010-04-16,1.085,0.118,241.992,4.551
2010-04-17,1.082,0.104,241.305,4.548
2010-04-18,1.025,0.103,240.681,4.281
